Condition,ICD10,ICD10QF,SMRType,FinancialYear,HBT2014,HBT2014QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2008/09,S08000024,,141,75.1,20,,1015,,539,,142,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2008/09,S08000025,,110.9,51.5,17,,26,,12,,,c,2.2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2008/09,S08000026,,38.8,25.5,12.8,,9,,6,,,c,1.5
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2008/09,S08000027,,132,61.9,20.6,,521,,243,,81,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2008/09,S08000028,,38.7,35.6,10.8,,11,,10,,,c,1.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000015,,130.9,72.8,16.1,,494,,274,,61,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000016,,72.8,45.4,17.2,,89,,55,,21,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000017,,99.5,60.1,17.6,,162,,97,,30,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000018,,114.7,59,15.2,,405,,208,,53,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000019,,78.5,46.2,14.7,,227,,133,,41,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000020,,104,55.7,13.2,,555,,296,,70,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000021,,225.4,127,30.6,,2342,,1310,,306,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000022,,107.3,61.2,16.5,,357,,203,,56,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000023,,122.6,76.1,24,,768,,477,,149,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000024,,125,66.6,18.7,,911,,484,,136,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000025,,118.7,63.3,17.1,,28,,15,,,c,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000026,,113.6,55.5,27.1,,25,,12,,5,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000027,,111.5,59.3,18.6,,443,,236,,74,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2009/10,S08000028,,85.1,61.3,14,,25,,18,,,c,1.4
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000015,,117.9,70.5,17.5,,450,,269,,67,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000016,,63.2,46.6,14.7,,78,,57,,17,,1.4
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000017,,104.4,52.8,15.2,,173,,86,,26,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000018,,92.8,48.7,13.7,,334,,176,,49,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000019,,74.2,43.3,11.7,,219,,125,,33,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000020,,98.5,51,12.8,,537,,275,,67,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000021,,229.3,124,28.7,,2411,,1292,,292,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000022,,96.6,58,16.1,,319,,192,,52,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000023,,113.9,73,23.8,,717,,460,,147,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000024,,152.3,71.7,19.1,,1107,,527,,141,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000025,,136.2,75.8,12.2,,33,,18,,,c,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000026,,60.4,38.6,9,,14,,9,,,c,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000027,,111.9,56.5,19.6,,445,,226,,78,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2010/11,S08000028,,93.8,68.1,15.7,,28,,20,,5,,1.4
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000015,,132.9,73.7,17.1,,504,,280,,65,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000016,,80,47.4,21,,98,,57,,26,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000017,,90.9,52.9,10.5,,146,,85,,18,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000018,,83.6,46.3,11.9,,301,,166,,41,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000019,,72.3,43.4,15.9,,211,,125,,44,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000020,,107.7,55.7,15.5,,590,,302,,84,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000021,,204.1,113.5,26.8,,2140,,1184,,266,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000022,,76,46.7,12.6,,256,,157,,42,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000023,,124,70.7,23.7,,795,,452,,148,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000024,,138.5,66.2,16.5,,1019,,496,,120,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000025,,129.2,75.6,16.4,,28,,17,,,c,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000026,,107.8,43.6,13.1,,26,,10,,,c,2.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000027,,86.2,49.4,14.9,,351,,200,,61,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2011/12,S08000028,,76.5,66.3,15.6,,23,,20,,5,,1.2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000015,,121.9,69.3,19.1,,464,,264,,72,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000016,,74.1,40.1,10.7,,94,,52,,14,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000017,,106.3,52.2,13.3,,170,,84,,21,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000018,,87.9,48.9,13.5,,314,,176,,48,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000019,,61.3,38.7,12.7,,180,,112,,36,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000020,,90.7,54.6,15,,501,,298,,80,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000021,,193,106.9,28.1,,2027,,1121,,292,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000022,,101.2,58.3,16.8,,344,,201,,59,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000023,,134.4,72.3,19.5,,862,,463,,124,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000024,,131.6,64.7,16.8,,984,,490,,125,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000025,,80.5,56.3,4,,19,,13,,,c,1.5
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000026,,65.1,46.4,12.5,,16,,11,,,c,1.5
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000027,,83.1,45.6,15.3,,342,,187,,62,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2012/13,S08000028,,61.7,51.8,9.7,,18,,15,,,c,1.2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000015,,125.1,70.2,18.1,,466,,264,,69,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000016,,77.7,41.2,10.6,,96,,50,,13,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000017,,120.9,58.8,13.5,,192,,92,,22,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000018,,95.6,46.6,9.9,,351,,170,,36,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000019,,66.7,37.4,11.3,,202,,111,,34,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000020,,93,49.8,11.4,,515,,277,,63,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000021,,208.9,112.5,28.1,,2210,,1182,,291,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000022,,78.9,55.2,14.9,,272,,190,,52,,1.4
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000023,,149.3,80.6,26.8,,960,,515,,168,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000024,,128.1,67,17.1,,998,,515,,128,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000025,,90,68.7,22.9,,21,,16,,5,,1.3
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000026,,68.4,35.9,4.3,,17,,9,,,c,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000027,,92.1,53.1,16.9,,374,,214,,66,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2013/14,S08000028,,102.8,73.8,26.1,,30,,21,,7,,1.4
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000015,,150.1,79.5,23.4,,566,,301,,89,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000016,,83.8,45.1,22.5,,105,,58,,30,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000017,,97.8,58.6,20.5,,161,,95,,33,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000018,,101,51.9,11.9,,369,,190,,43,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000019,,68,43.1,13.5,,202,,128,,40,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000020,,92.2,49,13.5,,515,,273,,74,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000021,,222.4,119.3,28.9,,2350,,1254,,294,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000022,,97.1,56,13.3,,331,,193,,46,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000023,,149.2,86.6,23.6,,962,,557,,151,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000024,,125.3,65.9,17,,994,,515,,132,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000025,,116,57.2,16.7,,24,,13,,,c,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000026,,44.3,36.4,12.1,,11,,9,,,c,1.2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000027,,99.3,51.2,12.8,,404,,210,,53,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2014/15,S08000028,,97.6,61.1,17,,28,,17,,5,,1.6
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000015,,136,75.8,20.4,,511,,287,,77,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000016,,70.1,36.9,6,,85,,46,,8,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000017,,102,49.6,11.2,,169,,81,,19,,2.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000018,,101.8,58.3,15.7,,372,,215,,58,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000019,,96.2,58.4,21.6,,295,,178,,66,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000020,,100.9,51.7,13.9,,576,,292,,77,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000021,,212,113,27.5,,2248,,1190,,284,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000022,,111.3,63.1,15.7,,380,,219,,54,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000023,,163.9,92.8,25.7,,1066,,603,,167,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000024,,127,65.1,16.7,,1006,,513,,129,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000025,,113.2,63.5,0,,27,,15,,0,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000026,,65.7,33.4,12.1,,16,,8,,,c,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000027,,80.9,42.7,14.7,,333,,179,,63,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2015/16,S08000028,,83.7,77,13.3,,26,,24,,,c,1.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000015,,150.7,77.3,22.1,,563,,293,,86,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000016,,74.6,41.9,11.2,,88,,53,,14,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000017,,82.1,46.8,8,,123,,71,,13,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000018,,108.4,60.8,18.3,,405,,227,,68,,1.8
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000019,,85.5,56.8,19.1,,257,,170,,56,,1.5
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000020,,88.1,50.8,13.9,,506,,291,,79,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000021,,221.6,128.4,32.9,,2382,,1370,,345,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000022,,98.4,58,17.3,,345,,204,,62,,1.7
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000023,,172.2,91.1,24.9,,1128,,594,,160,,1.9
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000024,,144,71.6,18.2,,1158,,572,,145,,2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000025,,93.3,64.7,15.4,,23,,16,,,c,1.4
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000026,,32,28.5,0,,8,,7,,0,,1.1
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000027,,102.9,47.7,13.2,,429,,198,,54,,2.2
Alcoholic Liver Disease (ALD): All,K70,d,SMR01,2016/17,S08000028,,77.6,59.7,8.1,,22,,17,,,c,1.3
ALD - Fatty Liver,K70.0,,SMR01,1997/98,S92000003,d,0.6,0.6,,:,29,,28,,,:,1
ALD - Fatty Liver,K70.0,,SMR01,1998/99,S92000003,d,1,0.9,,:,42,,39,,,:,1.1
ALD - Fatty Liver,K70.0,,SMR01,1999/00,S92000003,d,0.9,0.9,,:,45,,42,,,:,1.1
ALD - Fatty Liver,K70.0,,SMR01,2000/01,S92000003,d,0.7,0.7,,:,34,,34,,,:,1
ALD - Fatty Liver,K70.0,,SMR01,2001/02,S92000003,d,1,1,,:,49,,47,,,:,1
ALD - Fatty Liver,K70.0,,SMR01,2002/03,S92000003,d,1.4,1.2,,:,68,,59,,,:,1.2
ALD - Fatty Liver,K70.0,,SMR01,2003/04,S92000003,d,1.6,1.4,,:,77,,69,,,:,1.1
ALD - Fatty Liver,K70.0,,SMR01,2004/05,S92000003,d,1.4,1.2,,:,67,,56,,,:,1.2
ALD - Fatty Liver,K70.0,,SMR01,2005/06,S92000003,d,2,1.8,,:,97,,87,,,:,1.1
ALD - Fatty Liver,K70.0,,SMR01,2006/07,S92000003,d,2.5,2.1,,:,121,,104,,,:,1.2
ALD - Fatty Liver,K70.0,,SMR01,2007/08,S92000003,d,3,2.6,0.9,,146,,129,,44,,1.1
ALD - Fatty Liver,K70.0,,SMR01,2008/09,S92000003,d,3,2.5,0.8,,147,,121,,40,,1.2
ALD - Fatty Liver,K70.0,,SMR01,2009/10,S92000003,d,3,2.5,0.7,,151,,129,,34,,1.2
ALD - Fatty Liver,K70.0,,SMR01,2010/11,S92000003,d,3,2.6,0.6,,155,,134,,33,,1.2
ALD - Fatty Liver,K70.0,,SMR01,2011/12,S92000003,d,3.6,2.9,1,,183,,146,,48,,1.3
ALD - Fatty Liver,K70.0,,SMR01,2012/13,S92000003,d,3.6,3,1,,189,,157,,51,,1.2
ALD - Fatty Liver,K70.0,,SMR01,2013/14,S92000003,d,4.3,3.6,1.1,,225,,189,,56,,1.2
ALD - Fatty Liver,K70.0,,SMR01,2014/15,S92000003,d,4.8,4.2,1.1,,256,,223,,58,,1.1
ALD - Fatty Liver,K70.0,,SMR01,2015/16,S92000003,d,4.1,3.7,1.3,,218,,196,,65,,1.1
ALD - Fatty Liver,K70.0,,SMR01,2016/17,S92000003,d,5.5,4.8,1.4,,295,,254,,72,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,1997/98,S92000003,d,6.5,5.7,,:,307,,266,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,1998/99,S92000003,d,6,5.4,,:,291,,261,,,:,1.1
ALD - Alcoholic Hepatitis,K70.1,,SMR01,1999/00,S92000003,d,6.6,6,,:,313,,286,,,:,1.1
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2000/01,S92000003,d,7.2,6.2,,:,352,,303,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2001/02,S92000003,d,7.6,6.8,,:,373,,332,,,:,1.1
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2002/03,S92000003,d,8.4,7.3,,:,411,,356,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2003/04,S92000003,d,8.8,7.7,,:,436,,379,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2004/05,S92000003,d,10.2,8.3,,:,513,,416,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2005/06,S92000003,d,10.6,9.1,,:,536,,455,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2006/07,S92000003,d,11.1,9.2,,:,560,,462,,,:,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2007/08,S92000003,d,11.8,9.9,3,,602,,506,,154,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2008/09,S92000003,d,12.2,10.3,3.3,,638,,534,,174,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2009/10,S92000003,d,11.4,9.7,2.4,,593,,501,,126,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2010/11,S92000003,d,11.5,9.6,2.6,,598,,499,,135,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2011/12,S92000003,d,12.1,9.3,2.5,,633,,490,,130,,1.3
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2012/13,S92000003,d,11.5,9.3,2.9,,606,,491,,151,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2013/14,S92000003,d,13.4,10.6,3.1,,708,,557,,164,,1.3
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2014/15,S92000003,d,12.7,10.3,3,,677,,549,,157,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2015/16,S92000003,d,11.3,9.3,2.4,,603,,495,,127,,1.2
ALD - Alcoholic Hepatitis,K70.1,,SMR01,2016/17,S92000003,d,11.2,9.5,2.9,,598,,504,,157,,1.2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S92000003,d,22.1,14.7,,:,974,,648,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S92000003,d,20.1,14.8,,:,886,,652,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S92000003,d,18.7,12.9,,:,838,,577,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2000/01,S92000003,d,14.1,11,,:,644,,499,,,:,1.3
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2001/02,S92000003,d,17.2,12.7,,:,784,,579,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2002/03,S92000003,d,19.2,13.2,,:,884,,604,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2003/04,S92000003,d,20.2,14,,:,928,,641,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2004/05,S92000003,d,25.1,15.6,,:,1169,,728,,,:,1.6
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2005/06,S92000003,d,28.4,17.7,,:,1338,,833,,,:,1.6
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2006/07,S92000003,d,27.5,18.1,,:,1311,,863,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2007/08,S92000003,d,26.5,17.3,3.5,,1289,,844,,165,,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2008/09,S92000003,d,31.3,20,4.8,,1548,,980,,233,,1.6
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2009/10,S92000003,d,34.3,21.3,4.8,,1710,,1060,,235,,1.6
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2010/11,S92000003,d,40.9,23.8,5.1,,2067,,1199,,251,,1.7
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2011/12,S92000003,d,42.6,25,5.1,,2148,,1268,,256,,1.7
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2012/13,S92000003,d,48,26.9,6.1,,2448,,1381,,309,,1.8
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2013/14,S92000003,d,54.3,30.6,6.5,,2805,,1586,,333,,1.8
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2014/15,S92000003,d,62.1,34.9,7.5,,3235,,1813,,383,,1.8
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2015/16,S92000003,d,65.9,36.7,8.2,,3451,,1921,,423,,1.8
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,2016/17,S92000003,d,71.9,40.9,9.2,,3819,,2165,,481,,1.8
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000015,,17.4,11.2,,:,57,,37,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000016,,18.8,12.8,,:,19,,13,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000017,,12.1,7.1,,:,17,,10,,,:,1.7
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000018,,21.4,11.4,,:,63,,33,,,:,1.9
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000019,,22.8,17.4,,:,56,,41,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000020,,15.5,11.3,,:,69,,50,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000021,,21.5,15.5,,:,208,,152,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000022,,26.4,17.4,,:,71,,47,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000023,,21.8,15.4,,:,120,,85,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000024,,34.6,21.1,,:,218,,134,,,:,1.6
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000025,,5.9,5.9,,:,,c,,c,,:,1
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000026,,32.1,15.4,,:,7,,,c,,:,2.3
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000027,,17.5,11.4,,:,63,,41,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1997/98,S08000028,,19.4,7.8,,:,5,,,c,,:,2.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000015,,16.4,13.4,,:,55,,45,,,:,1.2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000016,,19.3,15.2,,:,19,,15,,,:,1.3
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000017,,16.6,14.4,,:,20,,17,,,:,1.2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000018,,14.7,10.3,,:,46,,32,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000019,,24,16.4,,:,58,,41,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000020,,17.4,11.6,,:,76,,51,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000021,,18.6,14.7,,:,179,,141,,,:,1.3
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000022,,24.7,17.8,,:,69,,49,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000023,,19,15.5,,:,104,,85,,,:,1.2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000024,,28.3,18.8,,:,181,,121,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000025,,15,15,,:,,c,,c,,:,1
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000026,,13,13,,:,,c,,c,,:,1
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000027,,18.4,12.3,,:,66,,44,,,:,1.5
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1998/99,S08000028,,26.4,18.8,,:,7,,5,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000015,,12.1,9.2,,:,42,,32,,,:,1.3
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000016,,7.3,6.3,,:,8,,7,,,:,1.1
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000017,,8.8,6.9,,:,13,,10,,,:,1.3
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000018,,21.2,11.8,,:,63,,36,,,:,1.8
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000019,,18.3,11.8,,:,47,,30,,,:,1.6
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000020,,18.4,9.7,,:,85,,43,,,:,2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000021,,18.2,14.9,,:,175,,143,,,:,1.2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000022,,21.1,14.9,,:,59,,41,,,:,1.4
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000023,,16.8,14.6,,:,92,,79,,,:,1.2
ALD - Cirrhosis,"K70.2, K70.3",,SMR01,1999/00,S08000024,,25.3,16,,:,165,,105,,,:,1.6
